Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202002,01,001,3,6,Autauga County                ,50,50,15218033,0,0,0,0,0,0,0,0,0,50,50,15218033,0,0,0,0,0,0,0,0,0
202002,01,007,3,6,Bibb County                   ,8,8,450000,0,0,0,0,0,0,0,0,0,8,8,450000,0,0,0,0,0,0,0,0,0
202002,01,009,3,6,Blount County                 ,1,1,155000,0,0,0,0,0,0,0,0,0,1,1,155000,0,0,0,0,0,0,0,0,0
202002,01,021,3,6,Chilton County                ,8,8,1012500,0,0,0,0,0,0,0,0,0,8,8,1012500,0,0,0,0,0,0,0,0,0
202002,01,073,3,6,Jefferson County              ,276,276,86980258,2,4,494658,0,0,0,2,24,2420153,260,260,83595596,0,0,0,0,0,0,0,0,0
202002,01,081,3,6,Lee County                    ,205,205,55587026,0,0,0,2,8,1945280,3,25,3515245,205,205,55587026,0,0,0,2,8,1945280,3,25,3515245
202002,01,083,3,6,Limestone County              ,51,51,11617674,0,0,0,0,0,0,0,0,0,51,51,11617674,0,0,0,0,0,0,0,0,0
202002,01,089,3,6,Madison County                ,604,604,72190823,0,0,0,0,0,0,0,0,0,529,529,58682362,0,0,0,0,0,0,0,0,0
202002,01,113,3,6,Russell County                ,22,22,3226949,0,0,0,0,0,0,0,0,0,5,5,849259,0,0,0,0,0,0,0,0,0
202002,01,115,3,6,St. Clair County              ,44,44,7678818,0,0,0,0,0,0,0,0,0,36,36,6296576,0,0,0,0,0,0,0,0,0
202002,01,117,3,6,Shelby County                 ,205,205,46141498,0,0,0,0,0,0,0,0,0,84,84,16739964,0,0,0,0,0,0,0,0,0
202002,01,127,3,6,Walker County                 ,14,14,2795178,0,0,0,0,0,0,0,0,0,13,13,2558771,0,0,0,0,0,0,0,0,0
202002,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,020,4,9,Anchorage Municipality        ,148,148,46363910,0,0,0,2,7,1215882,2,24,3794294,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,100,4,9,Haines Borough                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,110,4,9,Juneau City and Borough       ,4,4,601262,0,0,0,0,0,0,0,0,0,4,4,601262,0,0,0,0,0,0,0,0,0
202002,02,122,4,9,Kenai Peninsula Borough       ,9,9,1865219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
