Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
200512,01,001,3,6,Autauga County                ,313,313,41771399,0,0,0,0,0,0,0,0,0,313,313,41771399,0,0,0,0,0,0,0,0,0
200512,01,007,3,6,Bibb County                   ,3,3,404550,0,0,0,0,0,0,0,0,0,3,3,404550,0,0,0,0,0,0,0,0,0
200512,01,009,3,6,Blount County                 ,47,47,6705770,1,2,36000,0,0,0,0,0,0,47,47,6705770,1,2,36000,0,0,0,0,0,0
200512,01,021,3,6,Chilton County                ,80,80,10385777,0,0,0,14,56,1892000,1,5,306122,80,80,10385777,0,0,0,14,56,1892000,0,0,0
200512,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,3,44,2200000,0,0,0,0,0,0,0,0,0,3,44,2200000
200512,01,073,3,6,Jefferson County              ,3409,3409,621034223,1,2,166080,1,3,150000,22,460,35829125,3356,3356,611535843,1,2,166080,1,3,150000,22,460,35829125
200512,01,081,3,6,Lee County                    ,1359,1359,197998767,24,48,3189538,3,12,1010372,25,311,19956627,1296,1296,189754344,21,42,2792366,2,8,747481,22,275,18036473
200512,01,115,3,6,St. Clair County              ,614,614,63370219,0,0,0,1,4,220000,20,160,7950000,584,584,58870219,0,0,0,1,4,220000,20,160,7950000
200512,01,117,3,6,Shelby County                 ,2655,2655,414685990,0,0,0,0,0,0,1,5,304249,1513,1513,237549339,0,0,0,0,0,0,0,0,0
200512,01,127,3,6,Walker County                 ,63,63,8861665,0,0,0,2,7,1000000,0,0,0,63,63,8861665,0,0,0,2,7,1000000,0,0,0
200512,02,000,4,9,Alaska Balance of State       ,234,234,44997132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200512,02,013,4,9,Aleutians East Borough        ,1,1,16250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200512,02,016,4,9,Aleutians West Census Area    ,8,8,786400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200512,02,020,4,9,Anchorage Borough             ,668,668,179834841,187,374,63024983,51,189,25123552,32,435,56497338,668,668,179834841,187,374,63024983,51,189,25123552,32,435,56497338
200512,02,050,4,9,Bethel Census Area            ,53,53,7580435,5,10,800000,2,6,600000,0,0,0,44,44,6250000,5,10,800000,2,6,600000,0,0,0
200512,02,060,4,9,Bristol Bay Borough           ,3,3,480000,0,0,0,0,0,0,0,0,0,3,3,480000,0,0,0,0,0,0,0,0,0
200512,02,090,4,9,Fairbanks North Star Borough  ,152,152,24991332,11,22,2280790,2,8,604706,0,0,0,139,139,23797620,11,22,2280790,2,8,604706,0,0,0
200512,02,100,4,9,Haines Borough                ,3,3,355000,0,0,0,0,0,0,0,0,0,3,3,355000,0,0,0,0,0,0,0,0,0
200512,02,110,4,9,Juneau Borough                ,81,81,20590081,15,30,5805876,1,4,442510,2,10,1654576,81,81,20590081,15,30,5805876,1,4,442510,2,10,1654576
200512,02,122,4,9,Kenai Peninsula Borough       ,113,113,20503456,3,6,415000,1,3,300000,1,5,550000,111,111,20182714,3,6,415000,1,3,300000,1,5,550000
200512,02,130,4,9,Ketchikan Gateway Borough     ,22,22,3746681,3,6,588969,1,3,212488,0,0,0,17,17,2932568,3,6,588969,1,3,212488,0,0,0
