Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201708,01,001,3,6,Autauga County                ,135,135,36058981,0,0,0,0,0,0,0,0,0,135,135,36058981,0,0,0,0,0,0,0,0,0
201708,01,007,3,6,Bibb County                   ,7,7,1844508,0,0,0,0,0,0,0,0,0,2,2,490000,0,0,0,0,0,0,0,0,0
201708,01,009,3,6,Blount County                 ,9,9,2764440,0,0,0,0,0,0,0,0,0,9,9,2764440,0,0,0,0,0,0,0,0,0
201708,01,021,3,6,Chilton County                ,32,32,4230500,0,0,0,0,0,0,0,0,0,32,32,4230500,0,0,0,0,0,0,0,0,0
201708,01,073,3,6,Jefferson County              ,999,999,260624833,1,2,107950,1,4,875000,8,136,17473628,937,937,251333477,1,2,107950,1,4,875000,1,6,650080
201708,01,081,3,6,Lee County                    ,683,683,191198092,10,20,2131775,1,4,734668,2,233,53817279,665,665,186914968,10,20,2131775,1,4,734668,2,233,53817279
201708,01,083,3,6,Limestone County              ,96,96,18158526,0,0,0,0,0,0,0,0,0,94,94,17952430,0,0,0,0,0,0,0,0,0
201708,01,089,3,6,Madison County                ,1688,1688,256598409,0,0,0,0,0,0,4,132,2683343,1686,1686,256345779,0,0,0,0,0,0,4,132,2683343
201708,01,113,3,6,Russell County                ,99,99,13418325,0,0,0,0,0,0,0,0,0,99,99,13418325,0,0,0,0,0,0,0,0,0
201708,01,115,3,6,St. Clair County              ,123,123,23170254,0,0,0,0,0,0,0,0,0,102,102,18916718,0,0,0,0,0,0,0,0,0
201708,01,117,3,6,Shelby County                 ,753,753,171624371,0,0,0,0,0,0,8,54,4465700,331,331,68168213,0,0,0,0,0,0,0,0,0
201708,01,127,3,6,Walker County                 ,6,6,965000,0,0,0,0,0,0,0,0,0,6,6,965000,0,0,0,0,0,0,0,0,0
201708,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201708,02,016,4,9,Aleutians West Census Area    ,4,4,392472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201708,02,020,4,9,Anchorage Municipality        ,540,540,169133786,0,0,0,9,29,5040548,12,110,17390512,0,0,0,0,0,0,0,0,0,0,0,0
201708,02,050,4,9,Bethel Census Area            ,14,14,3122104,0,0,0,0,0,0,0,0,0,14,14,3122104,0,0,0,0,0,0,0,0,0
201708,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201708,02,070,4,9,Dillingham Census Area        ,1,1,291052,0,0,0,0,0,0,0,0,0,1,1,291052,0,0,0,0,0,0,0,0,0
201708,02,090,4,9,Fairbanks North Star Borough  ,7,7,1850000,0,0,0,2,8,1100000,0,0,0,7,7,1850000,0,0,0,2,8,1100000,0,0,0
201708,02,100,4,9,Haines Borough                ,6,6,1670114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201708,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201708,02,110,4,9,Juneau City and Borough       ,36,36,8115918,4,8,1177875,0,0,0,0,0,0,36,36,8115918,4,8,1177875,0,0,0,0,0,0
