Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201806,01,001,3,6,Autauga County                ,106,106,32916729,0,0,0,0,0,0,0,0,0,106,106,32916729,0,0,0,0,0,0,0,0,0
201806,01,007,3,6,Bibb County                   ,5,5,1236575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,01,009,3,6,Blount County                 ,4,4,688191,0,0,0,0,0,0,0,0,0,4,4,688191,0,0,0,0,0,0,0,0,0
201806,01,021,3,6,Chilton County                ,19,19,2132105,0,0,0,0,0,0,5,56,5676300,18,18,1967676,0,0,0,0,0,0,5,56,5676300
201806,01,073,3,6,Jefferson County              ,724,724,217985143,1,2,107950,0,0,0,17,222,20418529,599,599,187386206,0,0,0,0,0,0,17,222,20418529
201806,01,081,3,6,Lee County                    ,574,574,157113468,2,4,421338,1,3,507600,10,110,21864797,443,443,120356274,0,0,0,1,3,507600,8,47,5392500
201806,01,083,3,6,Limestone County              ,71,71,13721674,0,0,0,0,0,0,0,0,0,71,71,13721674,0,0,0,0,0,0,0,0,0
201806,01,089,3,6,Madison County                ,1394,1394,222394599,0,0,0,9,36,14207782,2,14,1531421,1390,1390,221503647,0,0,0,9,36,14207782,2,14,1531421
201806,01,113,3,6,Russell County                ,85,85,12616925,0,0,0,0,0,0,0,0,0,85,85,12616925,0,0,0,0,0,0,0,0,0
201806,01,115,3,6,St. Clair County              ,92,92,18724406,0,0,0,0,0,0,0,0,0,83,83,16924479,0,0,0,0,0,0,0,0,0
201806,01,117,3,6,Shelby County                 ,521,521,121509344,0,0,0,0,0,0,3,17,2608650,274,274,57944918,0,0,0,0,0,0,0,0,0
201806,01,127,3,6,Walker County                 ,3,3,623334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,013,4,9,Aleutians East Borough        ,0,0,0,1,2,200000,0,0,0,0,0,0,0,0,0,1,2,200000,0,0,0,0,0,0
201806,02,016,4,9,Aleutians West Census Area    ,3,3,294354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,020,4,9,Anchorage Municipality        ,461,461,144425474,0,0,0,7,25,4341724,8,88,13912409,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,050,4,9,Bethel Census Area            ,1,1,269793,0,0,0,0,0,0,0,0,0,1,1,269793,0,0,0,0,0,0,0,0,0
201806,02,060,4,9,Bristol Bay Borough           ,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0
201806,02,070,4,9,Dillingham Census Area        ,0,0,0,1,2,301442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,090,4,9,Fairbanks North Star Borough  ,10,10,2725067,0,0,0,0,0,0,0,0,0,9,9,2460781,0,0,0,0,0,0,0,0,0
201806,02,100,4,9,Haines Borough                ,7,7,1949410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,110,4,9,Juneau City and Borough       ,28,28,5495720,0,0,0,1,3,577672,2,12,2243015,28,28,5495720,0,0,0,1,3,577672,2,12,2243015
