Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201908,01,001,3,6,Autauga County                ,176,176,51328365,0,0,0,0,0,0,0,0,0,176,176,51328365,0,0,0,0,0,0,0,0,0
201908,01,007,3,6,Bibb County                   ,8,8,2023387,0,0,0,1,3,280000,0,0,0,5,5,1258000,0,0,0,1,3,280000,0,0,0
201908,01,009,3,6,Blount County                 ,19,19,3324560,0,0,0,0,0,0,0,0,0,19,19,3324560,0,0,0,0,0,0,0,0,0
201908,01,021,3,6,Chilton County                ,22,22,3654232,0,0,0,0,0,0,0,0,0,22,22,3654232,0,0,0,0,0,0,0,0,0
201908,01,073,3,6,Jefferson County              ,1026,1026,300550885,4,8,989316,0,0,0,6,51,5332048,706,706,210646493,0,0,0,0,0,0,0,0,0
201908,01,081,3,6,Lee County                    ,792,792,213967842,32,64,8520381,15,51,6771890,5,380,65611404,775,775,209684762,32,64,8520381,15,51,6771890,5,380,65611404
201908,01,083,3,6,Limestone County              ,161,161,34613304,0,0,0,0,0,0,0,0,0,161,161,34613304,0,0,0,0,0,0,0,0,0
201908,01,089,3,6,Madison County                ,2126,2126,308894855,0,0,0,15,60,1050000,17,85,2190000,2126,2126,308894855,0,0,0,15,60,1050000,17,85,2190000
201908,01,113,3,6,Russell County                ,114,114,17128006,1,2,143676,0,0,0,0,0,0,106,106,16158087,1,2,143676,0,0,0,0,0,0
201908,01,115,3,6,St. Clair County              ,177,177,32591498,0,0,0,0,0,0,0,0,0,170,170,31071208,0,0,0,0,0,0,0,0,0
201908,01,117,3,6,Shelby County                 ,719,719,182050514,0,0,0,0,0,0,0,0,0,367,367,94076951,0,0,0,0,0,0,0,0,0
201908,01,127,3,6,Walker County                 ,18,18,3477942,0,0,0,0,0,0,0,0,0,17,17,3270164,0,0,0,0,0,0,0,0,0
201908,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201908,02,016,4,9,Aleutians West Census Area    ,3,3,294354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201908,02,020,4,9,Anchorage Municipality        ,562,562,176050928,0,0,0,9,33,5732664,13,106,16758128,0,0,0,0,0,0,0,0,0,0,0,0
201908,02,050,4,9,Bethel Census Area            ,7,7,1984531,1,2,345783,0,0,0,0,0,0,7,7,1984531,1,2,345783,0,0,0,0,0,0
201908,02,060,4,9,Bristol Bay Borough           ,7,7,575000,0,0,0,0,0,0,0,0,0,7,7,575000,0,0,0,0,0,0,0,0,0
201908,02,070,4,9,Dillingham Census Area        ,2,2,565670,0,0,0,0,0,0,0,0,0,2,2,565670,0,0,0,0,0,0,0,0,0
201908,02,090,4,9,Fairbanks North Star Borough  ,6,6,2088721,0,0,0,4,16,2228168,0,0,0,6,6,2088721,0,0,0,4,16,2228168,0,0,0
201908,02,100,4,9,Haines Borough                ,7,7,1596226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201908,02,105,4,9,Hoonah-Angoon Census Area     ,3,3,666217,0,0,0,0,0,0,0,0,0,3,3,666217,0,0,0,0,0,0,0,0,0
201908,02,110,4,9,Juneau City and Borough       ,41,41,7516190,1,2,288784,1,4,456905,2,37,2373347,41,41,7516190,1,2,288784,1,4,456905,2,37,2373347
