Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
200504,01,001,3,6,Autauga County                ,110,110,5853025,0,0,0,0,0,0,0,0,0,110,110,5853025,0,0,0,0,0,0,0,0,0
200504,01,007,3,6,Bibb County                   ,1,1,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200504,01,009,3,6,Blount County                 ,22,22,3283605,1,2,36000,0,0,0,0,0,0,22,22,3283605,1,2,36000,0,0,0,0,0,0
200504,01,021,3,6,Chilton County                ,29,29,3397150,0,0,0,14,56,1892000,0,0,0,29,29,3397150,0,0,0,14,56,1892000,0,0,0
200504,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,3,44,2200000,0,0,0,0,0,0,0,0,0,3,44,2200000
200504,01,073,3,6,Jefferson County              ,1125,1125,207219526,0,0,0,0,0,0,2,12,2580000,1106,1106,204372036,0,0,0,0,0,0,2,12,2580000
200504,01,081,3,6,Lee County                    ,464,464,63883096,6,12,795165,1,4,262891,10,119,7462221,338,338,46662663,1,2,120537,0,0,0,6,69,4646024
200504,01,115,3,6,St. Clair County              ,173,173,18548652,0,0,0,0,0,0,20,160,7950000,159,159,16448652,0,0,0,0,0,0,20,160,7950000
200504,01,117,3,6,Shelby County                 ,921,921,138084840,0,0,0,0,0,0,1,5,304249,517,517,77972489,0,0,0,0,0,0,0,0,0
200504,01,127,3,6,Walker County                 ,17,17,2059000,0,0,0,2,7,1000000,0,0,0,17,17,2059000,0,0,0,2,7,1000000,0,0,0
200504,02,000,4,9,Alaska Balance of State       ,69,69,13319723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200504,02,013,4,9,Aleutians East Borough        ,1,1,16250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200504,02,016,4,9,Aleutians West Census Area    ,4,4,401192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200504,02,020,4,9,Anchorage Borough             ,161,161,45643177,51,102,17671104,7,27,3524224,14,231,28217007,161,161,45643177,51,102,17671104,7,27,3524224,14,231,28217007
200504,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200504,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200504,02,090,4,9,Fairbanks North Star Borough  ,35,35,5226486,4,8,664300,0,0,0,0,0,0,31,31,4859190,4,8,664300,0,0,0,0,0,0
200504,02,100,4,9,Haines Borough                ,2,2,155000,0,0,0,0,0,0,0,0,0,2,2,155000,0,0,0,0,0,0,0,0,0
200504,02,110,4,9,Juneau Borough                ,11,11,3506545,2,4,665152,0,0,0,0,0,0,11,11,3506545,2,4,665152,0,0,0,0,0,0
200504,02,122,4,9,Kenai Peninsula Borough       ,33,33,5640409,0,0,0,1,3,300000,1,5,550000,27,27,4575031,0,0,0,1,3,300000,1,5,550000
200504,02,130,4,9,Ketchikan Gateway Borough     ,5,5,848456,3,6,588969,1,3,212488,0,0,0,5,5,848456,3,6,588969,1,3,212488,0,0,0
200504,02,150,4,9,Kodiak Island Borough         ,13,13,2598531,0,0,0,0,0,0,0,0,0,3,3,783172,0,0,0,0,0,0,0,0,0
