Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201702,01,001,3,6,Autauga County                ,42,42,10839159,0,0,0,0,0,0,0,0,0,42,42,10839159,0,0,0,0,0,0,0,0,0
201702,01,007,3,6,Bibb County                   ,2,2,647726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,01,009,3,6,Blount County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,01,021,3,6,Chilton County                ,5,5,708000,0,0,0,0,0,0,0,0,0,5,5,708000,0,0,0,0,0,0,0,0,0
201702,01,073,3,6,Jefferson County              ,229,229,58886514,0,0,0,1,4,875000,2,10,919464,218,218,57243949,0,0,0,1,4,875000,0,0,0
201702,01,081,3,6,Lee County                    ,146,146,43562247,0,0,0,0,0,0,1,14,1892000,146,146,43562247,0,0,0,0,0,0,1,14,1892000
201702,01,083,3,6,Limestone County              ,21,21,4383039,0,0,0,0,0,0,0,0,0,20,20,4255610,0,0,0,0,0,0,0,0,0
201702,01,089,3,6,Madison County                ,375,375,49995188,0,0,0,0,0,0,0,0,0,374,374,49868873,0,0,0,0,0,0,0,0,0
201702,01,113,3,6,Russell County                ,21,21,3026405,0,0,0,0,0,0,0,0,0,21,21,3026405,0,0,0,0,0,0,0,0,0
201702,01,115,3,6,St. Clair County              ,38,38,7075957,0,0,0,0,0,0,0,0,0,36,36,6634229,0,0,0,0,0,0,0,0,0
201702,01,117,3,6,Shelby County                 ,171,171,37871618,0,0,0,0,0,0,2,18,306000,95,95,18838714,0,0,0,0,0,0,0,0,0
201702,01,127,3,6,Walker County                 ,2,2,400000,0,0,0,0,0,0,0,0,0,2,2,400000,0,0,0,0,0,0,0,0,0
201702,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,020,4,9,Anchorage Municipality        ,104,104,32547710,0,0,0,2,7,1219591,2,17,2687625,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,100,4,9,Haines Borough                ,1,1,277264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,02,110,4,9,Juneau City and Borough       ,6,6,1543395,1,2,391732,0,0,0,0,0,0,6,6,1543395,1,2,391732,0,0,0,0,0,0
201702,02,122,4,9,Kenai Peninsula Borough       ,3,3,878178,0,0,0,0,0,0,0,0,0,3,3,878178,0,0,0,0,0,0,0,0,0
