Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202003,01,001,3,6,Autauga County                ,89,89,27488980,0,0,0,0,0,0,0,0,0,89,89,27488980,0,0,0,0,0,0,0,0,0
202003,01,007,3,6,Bibb County                   ,9,9,835000,0,0,0,0,0,0,0,0,0,9,9,835000,0,0,0,0,0,0,0,0,0
202003,01,009,3,6,Blount County                 ,5,5,767457,0,0,0,0,0,0,0,0,0,5,5,767457,0,0,0,0,0,0,0,0,0
202003,01,021,3,6,Chilton County                ,13,13,1945312,0,0,0,0,0,0,0,0,0,13,13,1945312,0,0,0,0,0,0,0,0,0
202003,01,073,3,6,Jefferson County              ,399,399,128083245,4,8,989316,0,0,0,4,42,4329879,315,315,99475576,0,0,0,0,0,0,0,0,0
202003,01,081,3,6,Lee County                    ,354,354,92267423,0,0,0,3,11,2345280,3,25,3515245,329,329,86265554,0,0,0,3,11,2345280,3,25,3515245
202003,01,083,3,6,Limestone County              ,82,82,18613918,0,0,0,0,0,0,0,0,0,82,82,18613918,0,0,0,0,0,0,0,0,0
202003,01,089,3,6,Madison County                ,931,931,118094898,0,0,0,0,0,0,0,0,0,751,751,84509498,0,0,0,0,0,0,0,0,0
202003,01,113,3,6,Russell County                ,40,40,5572326,0,0,0,0,0,0,0,0,0,14,14,1935859,0,0,0,0,0,0,0,0,0
202003,01,115,3,6,St. Clair County              ,72,72,11809030,0,0,0,0,0,0,0,0,0,62,62,9474967,0,0,0,0,0,0,0,0,0
202003,01,117,3,6,Shelby County                 ,317,317,72151963,0,0,0,0,0,0,0,0,0,119,119,23754129,0,0,0,0,0,0,0,0,0
202003,01,127,3,6,Walker County                 ,18,18,3311424,0,0,0,0,0,0,0,0,0,17,17,3075017,0,0,0,0,0,0,0,0,0
202003,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202003,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202003,02,020,4,9,Anchorage Municipality        ,35,35,15893190,1,2,564514,2,8,1318544,3,75,10369703,35,35,15893190,1,2,564514,2,8,1318544,3,75,10369703
202003,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202003,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202003,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202003,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202003,02,100,4,9,Haines Borough                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202003,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202003,02,110,4,9,Juneau City and Borough       ,6,6,1221269,0,0,0,0,0,0,0,0,0,6,6,1221269,0,0,0,0,0,0,0,0,0
202003,02,122,4,9,Kenai Peninsula Borough       ,15,15,4908158,1,2,300000,0,0,0,0,0,0,9,9,3675000,1,2,300000,0,0,0,0,0,0
