Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201809,01,001,3,6,Autauga County                ,156,156,47365716,0,0,0,0,0,0,0,0,0,156,156,47365716,0,0,0,0,0,0,0,0,0
201809,01,007,3,6,Bibb County                   ,7,7,1746833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201809,01,009,3,6,Blount County                 ,10,10,1885065,0,0,0,1,4,223080,0,0,0,6,6,905871,0,0,0,1,4,223080,0,0,0
201809,01,021,3,6,Chilton County                ,32,32,3626676,0,0,0,0,0,0,5,56,5676300,32,32,3626676,0,0,0,0,0,0,5,56,5676300
201809,01,073,3,6,Jefferson County              ,1144,1144,337044359,1,2,107950,0,0,0,17,222,20418529,918,918,281163115,0,0,0,0,0,0,17,222,20418529
201809,01,081,3,6,Lee County                    ,788,788,219226349,0,0,0,4,13,1759832,8,47,5392500,771,771,215181177,0,0,0,4,13,1759832,8,47,5392500
201809,01,083,3,6,Limestone County              ,132,132,26095644,0,0,0,0,0,0,0,0,0,132,132,26095644,0,0,0,0,0,0,0,0,0
201809,01,089,3,6,Madison County                ,2115,2115,325346620,0,0,0,9,36,14207782,6,35,2510594,2111,2111,324455668,0,0,0,9,36,14207782,6,35,2510594
201809,01,113,3,6,Russell County                ,139,139,20140388,0,0,0,0,0,0,7,82,12571056,139,139,20140388,0,0,0,0,0,0,7,82,12571056
201809,01,115,3,6,St. Clair County              ,150,150,29591127,0,0,0,0,0,0,0,0,0,143,143,28045079,0,0,0,0,0,0,0,0,0
201809,01,117,3,6,Shelby County                 ,777,777,181017480,0,0,0,0,0,0,3,17,2608650,355,355,74926249,0,0,0,0,0,0,0,0,0
201809,01,127,3,6,Walker County                 ,5,5,1038890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201809,02,013,4,9,Aleutians East Borough        ,0,0,0,1,2,200000,0,0,0,0,0,0,0,0,0,1,2,200000,0,0,0,0,0,0
201809,02,016,4,9,Aleutians West Census Area    ,5,5,490590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201809,02,020,4,9,Anchorage Municipality        ,680,680,213027149,0,0,0,10,36,6252735,13,121,19129563,0,0,0,0,0,0,0,0,0,0,0,0
201809,02,050,4,9,Bethel Census Area            ,1,1,269793,0,0,0,0,0,0,0,0,0,1,1,269793,0,0,0,0,0,0,0,0,0
201809,02,060,4,9,Bristol Bay Borough           ,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0
201809,02,070,4,9,Dillingham Census Area        ,1,1,291052,1,2,301442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201809,02,090,4,9,Fairbanks North Star Borough  ,13,13,3483405,0,0,0,0,0,0,0,0,0,13,13,3483405,0,0,0,0,0,0,0,0,0
201809,02,100,4,9,Haines Borough                ,10,10,2784685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201809,02,105,4,9,Hoonah-Angoon Census Area     ,1,1,285178,0,0,0,0,0,0,0,0,0,1,1,285178,0,0,0,0,0,0,0,0,0
201809,02,110,4,9,Juneau City and Borough       ,43,43,8683427,1,2,216321,1,3,577672,2,12,2243015,43,43,8683427,1,2,216321,1,3,577672,2,12,2243015
