Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201812,01,001,3,6,Autauga County                ,185,185,56148262,0,0,0,0,0,0,0,0,0,185,185,56148262,0,0,0,0,0,0,0,0,0
201812,01,007,3,6,Bibb County                   ,13,13,2422591,0,0,0,0,0,0,0,0,0,4,4,165500,0,0,0,0,0,0,0,0,0
201812,01,009,3,6,Blount County                 ,8,8,1525669,0,0,0,1,4,223080,0,0,0,7,7,1280871,0,0,0,1,4,223080,0,0,0
201812,01,021,3,6,Chilton County                ,39,39,4680534,0,0,0,0,0,0,5,56,5676300,37,37,4351676,0,0,0,0,0,0,5,56,5676300
201812,01,073,3,6,Jefferson County              ,1411,1411,429565333,12,24,2967950,0,0,0,17,222,20418529,1196,1196,376580277,11,22,2860000,0,0,0,17,222,20418529
201812,01,081,3,6,Lee County                    ,1036,1036,283968546,8,16,2973475,10,32,4429753,8,47,5392500,1019,1019,279923374,8,16,2973475,10,32,4429753,8,47,5392500
201812,01,083,3,6,Limestone County              ,156,156,30869629,0,0,0,0,0,0,0,0,0,156,156,30869629,0,0,0,0,0,0,0,0,0
201812,01,089,3,6,Madison County                ,2700,2700,407695205,0,0,0,9,36,14207782,6,35,2510594,2654,2654,398986967,0,0,0,9,36,14207782,6,35,2510594
201812,01,113,3,6,Russell County                ,179,179,25617701,0,0,0,0,0,0,7,82,12571056,179,179,25617701,0,0,0,0,0,0,7,82,12571056
201812,01,115,3,6,St. Clair County              ,198,198,36859810,0,0,0,0,0,0,0,0,0,190,190,35092898,0,0,0,0,0,0,0,0,0
201812,01,117,3,6,Shelby County                 ,998,998,233621148,0,0,0,0,0,0,3,17,2608650,425,425,90588410,0,0,0,0,0,0,0,0,0
201812,01,127,3,6,Walker County                 ,5,5,1038890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,013,4,9,Aleutians East Borough        ,0,0,0,2,4,200000,0,0,0,0,0,0,0,0,0,2,4,200000,0,0,0,0,0,0
201812,02,016,4,9,Aleutians West Census Area    ,7,7,686826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,020,4,9,Anchorage Municipality        ,869,869,272231334,0,0,0,13,48,8337474,19,166,26243863,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,050,4,9,Bethel Census Area            ,1,1,269793,0,0,0,0,0,0,0,0,0,1,1,269793,0,0,0,0,0,0,0,0,0
201812,02,060,4,9,Bristol Bay Borough           ,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0
201812,02,070,4,9,Dillingham Census Area        ,1,1,291052,1,2,301442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,090,4,9,Fairbanks North Star Borough  ,13,13,3483405,0,0,0,0,0,0,0,0,0,13,13,3483405,0,0,0,0,0,0,0,0,0
201812,02,100,4,9,Haines Borough                ,10,10,1608425,0,0,0,0,0,0,0,0,0,9,9,1330000,0,0,0,0,0,0,0,0,0
201812,02,105,4,9,Hoonah-Angoon Census Area     ,1,1,285178,0,0,0,0,0,0,0,0,0,1,1,285178,0,0,0,0,0,0,0,0,0
201812,02,110,4,9,Juneau City and Borough       ,51,51,10604599,1,2,216321,1,3,577672,2,12,2243015,51,51,10604599,1,2,216321,1,3,577672,2,12,2243015
