Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201907,01,001,3,6,Autauga County                ,149,149,44016542,0,0,0,0,0,0,0,0,0,149,149,44016542,0,0,0,0,0,0,0,0,0
201907,01,007,3,6,Bibb County                   ,8,8,2023387,0,0,0,0,0,0,0,0,0,5,5,1258000,0,0,0,0,0,0,0,0,0
201907,01,009,3,6,Blount County                 ,18,18,3044560,0,0,0,0,0,0,0,0,0,18,18,3044560,0,0,0,0,0,0,0,0,0
201907,01,021,3,6,Chilton County                ,18,18,3246375,0,0,0,0,0,0,0,0,0,16,16,2914232,0,0,0,0,0,0,0,0,0
201907,01,073,3,6,Jefferson County              ,875,875,255729276,3,6,741987,0,0,0,3,28,2918123,616,616,186570261,0,0,0,0,0,0,0,0,0
201907,01,081,3,6,Lee County                    ,687,687,187171805,30,60,7721643,15,51,6771890,5,380,65611404,670,670,182888725,30,60,7721643,15,51,6771890,5,380,65611404
201907,01,083,3,6,Limestone County              ,140,140,29626713,0,0,0,0,0,0,0,0,0,140,140,29626713,0,0,0,0,0,0,0,0,0
201907,01,089,3,6,Madison County                ,1869,1869,274640305,0,0,0,15,60,1050000,17,85,2190000,1869,1869,274640305,0,0,0,15,60,1050000,17,85,2190000
201907,01,113,3,6,Russell County                ,98,98,14312680,1,2,143676,0,0,0,0,0,0,90,90,13342761,1,2,143676,0,0,0,0,0,0
201907,01,115,3,6,St. Clair County              ,123,123,23948541,0,0,0,0,0,0,0,0,0,110,110,21470565,0,0,0,0,0,0,0,0,0
201907,01,117,3,6,Shelby County                 ,627,627,160205793,0,0,0,0,0,0,0,0,0,337,337,87172035,0,0,0,0,0,0,0,0,0
201907,01,127,3,6,Walker County                 ,10,10,2122077,0,0,0,0,0,0,0,0,0,9,9,1914299,0,0,0,0,0,0,0,0,0
201907,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201907,02,016,4,9,Aleutians West Census Area    ,3,3,294354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201907,02,020,4,9,Anchorage Municipality        ,487,487,152555704,0,0,0,8,29,5037874,11,93,14702886,0,0,0,0,0,0,0,0,0,0,0,0
201907,02,050,4,9,Bethel Census Area            ,7,7,1984531,1,2,345783,0,0,0,0,0,0,7,7,1984531,1,2,345783,0,0,0,0,0,0
201907,02,060,4,9,Bristol Bay Borough           ,7,7,575000,0,0,0,0,0,0,0,0,0,7,7,575000,0,0,0,0,0,0,0,0,0
201907,02,070,4,9,Dillingham Census Area        ,2,2,565670,0,0,0,0,0,0,0,0,0,2,2,565670,0,0,0,0,0,0,0,0,0
201907,02,090,4,9,Fairbanks North Star Borough  ,5,5,1762098,0,0,0,2,8,1114084,0,0,0,5,5,1762098,0,0,0,2,8,1114084,0,0,0
201907,02,100,4,9,Haines Borough                ,6,6,1435384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201907,02,105,4,9,Hoonah-Angoon Census Area     ,2,2,383382,0,0,0,0,0,0,0,0,0,2,2,383382,0,0,0,0,0,0,0,0,0
201907,02,110,4,9,Juneau City and Borough       ,35,35,6451241,1,2,288784,1,4,456905,1,5,977483,35,35,6451241,1,2,288784,1,4,456905,1,5,977483
