Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
200210,01,001,3,6,Autauga County                ,240,240,11998275,0,0,0,0,0,0,0,0,0,240,240,11998275,0,0,0,0,0,0,0,0,0
200210,01,081,3,6,Lee County                    ,356,356,50278782,41,82,4552483,11,43,3166872,63,714,36599149,332,332,47030655,39,78,4316553,11,43,3166872,60,673,34577770
200210,01,113,3,6,Russell County                ,149,149,13134137,18,36,1515016,0,0,0,0,0,0,149,149,13134137,18,36,1515016,0,0,0,0,0,0
200210,02,000,4,9,Alaska Balance of State       ,131,131,25234433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200210,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200210,02,016,4,9,Aleutians West Census Area    ,8,8,685160,0,0,0,0,0,0,0,0,0,7,7,541370,0,0,0,0,0,0,0,0,0
200210,02,020,4,9,Anchorage Borough             ,838,838,173730064,310,620,85356980,31,113,10030030,27,261,29789448,838,838,173730064,310,620,85356980,31,113,10030030,27,261,29789448
200210,02,050,4,9,Bethel Census Area            ,40,40,6000000,0,0,0,1,4,600000,0,0,0,40,40,6000000,0,0,0,1,4,600000,0,0,0
200210,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200210,02,090,4,9,Fairbanks North Star Borough  ,168,168,21139158,5,10,425000,0,0,0,0,0,0,146,146,18958500,5,10,425000,0,0,0,0,0,0
200210,02,100,4,9,Haines Borough                ,7,7,865667,0,0,0,0,0,0,0,0,0,6,6,770000,0,0,0,0,0,0,0,0,0
200210,02,110,4,9,Juneau Borough                ,69,69,15072000,6,12,1991321,0,0,0,1,22,2018987,69,69,15072000,6,12,1991321,0,0,0,1,22,2018987
200210,02,122,4,9,Kenai Peninsula Borough       ,91,91,11954689,1,2,214000,2,6,1473000,0,0,0,80,80,10702118,1,2,214000,2,6,1473000,0,0,0
200210,02,130,4,9,Ketchikan Gateway Borough     ,13,13,1941354,2,4,390236,0,0,0,0,0,0,11,11,1669042,2,4,390236,0,0,0,0,0,0
200210,02,150,4,9,Kodiak Island Borough         ,36,36,5828905,3,6,654073,2,8,779074,0,0,0,28,28,4643113,3,6,654073,2,8,779074,0,0,0
200210,02,170,4,9,Matanuska-Susitna Borough     ,82,82,12294103,14,28,3019041,14,52,4140709,6,43,3313934,79,79,11838952,12,24,2473501,14,52,4140709,5,38,2814763
200210,02,180,4,9,Nome Census Area              ,3,3,294573,0,0,0,1,3,139682,0,0,0,2,2,156257,0,0,0,1,3,139682,0,0,0
200210,02,185,4,9,North Slope Borough           ,16,16,2025703,2,4,325232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200210,02,201,4,9,Prince of Wales-Outer Ketchika,3,3,259086,0,0,0,0,0,0,0,0,0,2,2,130000,0,0,0,0,0,0,0,0,0
200210,02,220,4,9,Sitka Borough                 ,28,28,2832272,5,10,728135,0,0,0,0,0,0,4,4,644000,0,0,0,0,0,0,0,0,0
200210,02,232,4,9,Skagway-Hoonah-Angoon Census A,14,14,1715694,0,0,0,0,0,0,0,0,0,14,14,1715694,0,0,0,0,0,0,0,0,0
