Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201808,01,001,3,6,Autauga County                ,140,140,42574356,0,0,0,0,0,0,0,0,0,140,140,42574356,0,0,0,0,0,0,0,0,0
201808,01,007,3,6,Bibb County                   ,7,7,1746833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201808,01,009,3,6,Blount County                 ,8,8,1395468,0,0,0,1,4,223080,0,0,0,6,6,905871,0,0,0,1,4,223080,0,0,0
201808,01,021,3,6,Chilton County                ,24,24,2796676,0,0,0,0,0,0,5,56,5676300,24,24,2796676,0,0,0,0,0,0,5,56,5676300
201808,01,073,3,6,Jefferson County              ,1021,1021,296576590,1,2,107950,0,0,0,17,222,20418529,821,821,246633521,0,0,0,0,0,0,17,222,20418529
201808,01,081,3,6,Lee County                    ,756,756,208218413,4,8,842676,1,3,507600,12,177,39382954,516,516,140183935,0,0,0,1,3,507600,8,47,5392500
201808,01,083,3,6,Limestone County              ,123,123,24179715,0,0,0,0,0,0,0,0,0,123,123,24179715,0,0,0,0,0,0,0,0,0
201808,01,089,3,6,Madison County                ,1888,1888,294365205,0,0,0,9,36,14207782,6,35,2510594,1884,1884,293474253,0,0,0,9,36,14207782,6,35,2510594
201808,01,113,3,6,Russell County                ,122,122,17768228,0,0,0,0,0,0,7,82,12571056,122,122,17768228,0,0,0,0,0,0,7,82,12571056
201808,01,115,3,6,St. Clair County              ,131,131,25547795,0,0,0,0,0,0,0,0,0,125,125,24222611,0,0,0,0,0,0,0,0,0
201808,01,117,3,6,Shelby County                 ,696,696,163993686,0,0,0,0,0,0,3,17,2608650,329,329,71015924,0,0,0,0,0,0,0,0,0
201808,01,127,3,6,Walker County                 ,4,4,831112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201808,02,013,4,9,Aleutians East Borough        ,0,0,0,1,2,200000,0,0,0,0,0,0,0,0,0,1,2,200000,0,0,0,0,0,0
201808,02,016,4,9,Aleutians West Census Area    ,5,5,490590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201808,02,020,4,9,Anchorage Municipality        ,616,616,192979171,0,0,0,9,32,5557822,11,109,17232416,0,0,0,0,0,0,0,0,0,0,0,0
201808,02,050,4,9,Bethel Census Area            ,1,1,269793,0,0,0,0,0,0,0,0,0,1,1,269793,0,0,0,0,0,0,0,0,0
201808,02,060,4,9,Bristol Bay Borough           ,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0
201808,02,070,4,9,Dillingham Census Area        ,1,1,291052,1,2,301442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201808,02,090,4,9,Fairbanks North Star Borough  ,11,11,3012509,0,0,0,0,0,0,0,0,0,11,11,3012509,0,0,0,0,0,0,0,0,0
201808,02,100,4,9,Haines Borough                ,9,9,2506260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201808,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201808,02,110,4,9,Juneau City and Borough       ,39,39,7970562,1,2,216321,1,3,577672,2,12,2243015,39,39,7970562,1,2,216321,1,3,577672,2,12,2243015
