Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202005,01,001,3,6,Autauga County                ,137,137,43208503,0,0,0,0,0,0,0,0,0,137,137,43208503,0,0,0,0,0,0,0,0,0
202005,01,007,3,6,Bibb County                   ,11,11,1310000,0,0,0,0,0,0,0,0,0,11,11,1310000,0,0,0,0,0,0,0,0,0
202005,01,009,3,6,Blount County                 ,7,7,1020457,0,0,0,0,0,0,0,0,0,7,7,1020457,0,0,0,0,0,0,0,0,0
202005,01,021,3,6,Chilton County                ,20,20,2954787,0,0,0,0,0,0,0,0,0,20,20,2954787,0,0,0,0,0,0,0,0,0
202005,01,073,3,6,Jefferson County              ,640,640,211818212,5,10,1236645,0,0,0,6,57,5842475,456,456,150481771,0,0,0,0,0,0,0,0,0
202005,01,081,3,6,Lee County                    ,605,605,158485341,0,0,0,4,15,3145280,15,319,42266735,605,605,158485341,0,0,0,4,15,3145280,15,319,42266735
202005,01,083,3,6,Limestone County              ,124,124,28300778,0,0,0,0,0,0,0,0,0,123,123,28172207,0,0,0,0,0,0,0,0,0
202005,01,089,3,6,Madison County                ,1506,1506,309513177,0,0,0,0,0,0,0,0,0,1377,1377,279299935,0,0,0,0,0,0,0,0,0
202005,01,113,3,6,Russell County                ,60,60,8494385,0,0,0,0,0,0,0,0,0,18,18,2567268,0,0,0,0,0,0,0,0,0
202005,01,115,3,6,St. Clair County              ,108,108,16806031,0,0,0,0,0,0,0,0,0,106,106,16221031,0,0,0,0,0,0,0,0,0
202005,01,117,3,6,Shelby County                 ,515,515,128487909,0,0,0,0,0,0,0,0,0,284,284,67420290,0,0,0,0,0,0,0,0,0
202005,01,127,3,6,Walker County                 ,25,25,4460248,0,0,0,0,0,0,0,0,0,24,24,4223841,0,0,0,0,0,0,0,0,0
202005,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,02,020,4,9,Anchorage Municipality        ,143,143,49725459,1,2,564514,4,14,2360810,5,99,14163997,35,35,15893190,1,2,564514,2,8,1318544,3,75,10369703
202005,02,050,4,9,Bethel Census Area            ,8,8,2374670,2,4,691450,0,0,0,0,0,0,8,8,2374670,2,4,691450,0,0,0,0,0,0
202005,02,060,4,9,Bristol Bay Borough           ,2,2,231250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,02,090,4,9,Fairbanks North Star Borough  ,2,2,622120,0,0,0,0,0,0,0,0,0,1,1,274000,0,0,0,0,0,0,0,0,0
202005,02,100,4,9,Haines Borough                ,1,1,100000,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
202005,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,02,110,4,9,Juneau City and Borough       ,10,10,1911265,0,0,0,0,0,0,0,0,0,10,10,1911265,0,0,0,0,0,0,0,0,0
202005,02,122,4,9,Kenai Peninsula Borough       ,27,27,8009503,1,2,300000,1,3,627000,0,0,0,16,16,5686000,1,2,300000,1,3,627000,0,0,0
