Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201711,01,001,3,6,Autauga County                ,177,177,48486021,0,0,0,0,0,0,0,0,0,177,177,48486021,0,0,0,0,0,0,0,0,0
201711,01,007,3,6,Bibb County                   ,9,9,2315696,0,0,0,0,0,0,0,0,0,2,2,490000,0,0,0,0,0,0,0,0,0
201711,01,009,3,6,Blount County                 ,14,14,3725412,0,0,0,0,0,0,0,0,0,14,14,3725412,0,0,0,0,0,0,0,0,0
201711,01,021,3,6,Chilton County                ,43,43,5567900,0,0,0,0,0,0,0,0,0,42,42,5474500,0,0,0,0,0,0,0,0,0
201711,01,073,3,6,Jefferson County              ,1336,1336,356659815,1,2,107950,1,4,875000,7,107,13578965,1274,1274,344998337,1,2,107950,1,4,875000,1,6,650080
201711,01,081,3,6,Lee County                    ,904,904,250004495,12,24,2594453,1,4,734668,3,360,94127413,848,848,234580307,11,22,2450203,1,4,734668,3,360,94127413
201711,01,083,3,6,Limestone County              ,145,145,29358329,0,0,0,0,0,0,0,0,0,143,143,29152233,0,0,0,0,0,0,0,0,0
201711,01,089,3,6,Madison County                ,2277,2277,346655711,1,2,217141,0,0,0,6,380,29062603,2275,2275,346403081,1,2,217141,0,0,0,6,380,29062603
201711,01,113,3,6,Russell County                ,131,131,18764758,0,0,0,0,0,0,9,84,10227774,131,131,18764758,0,0,0,0,0,0,9,84,10227774
201711,01,115,3,6,St. Clair County              ,157,157,29946705,0,0,0,0,0,0,0,0,0,125,125,23516160,0,0,0,0,0,0,0,0,0
201711,01,117,3,6,Shelby County                 ,996,996,225814685,0,0,0,0,0,0,11,70,6920900,432,432,87317171,0,0,0,0,0,0,0,0,0
201711,01,127,3,6,Walker County                 ,8,8,1370000,0,0,0,0,0,0,0,0,0,8,8,1370000,0,0,0,0,0,0,0,0,0
201711,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201711,02,016,4,9,Aleutians West Census Area    ,6,6,588708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201711,02,020,4,9,Anchorage Municipality        ,735,735,230233233,0,0,0,13,43,7470857,17,157,24821003,0,0,0,0,0,0,0,0,0,0,0,0
201711,02,050,4,9,Bethel Census Area            ,15,15,3522104,0,0,0,0,0,0,0,0,0,15,15,3522104,0,0,0,0,0,0,0,0,0
201711,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201711,02,070,4,9,Dillingham Census Area        ,2,2,578766,1,2,301442,0,0,0,0,0,0,1,1,291052,1,2,301442,0,0,0,0,0,0
201711,02,090,4,9,Fairbanks North Star Borough  ,7,7,1850000,0,0,0,2,8,1100000,0,0,0,7,7,1850000,0,0,0,2,8,1100000,0,0,0
201711,02,100,4,9,Haines Borough                ,9,9,2505824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201711,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201711,02,110,4,9,Juneau City and Borough       ,45,45,10208246,5,10,1529677,0,0,0,1,8,2033161,45,45,10208246,5,10,1529677,0,0,0,1,8,2033161
