Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201911,01,001,3,6,Autauga County                ,227,227,64412672,0,0,0,0,0,0,0,0,0,227,227,64412672,0,0,0,0,0,0,0,0,0
201911,01,007,3,6,Bibb County                   ,10,10,2298740,0,0,0,1,3,280000,0,0,0,6,6,1347000,0,0,0,1,3,280000,0,0,0
201911,01,009,3,6,Blount County                 ,24,24,4166017,0,0,0,1,4,175000,0,0,0,24,24,4166017,0,0,0,1,4,175000,0,0,0
201911,01,021,3,6,Chilton County                ,30,30,5164882,0,0,0,0,0,0,0,0,0,30,30,5164882,0,0,0,0,0,0,0,0,0
201911,01,073,3,6,Jefferson County              ,1419,1419,418586624,8,16,1978632,0,0,0,10,98,10071514,1019,1019,297323773,0,0,0,0,0,0,0,0,0
201911,01,081,3,6,Lee County                    ,1066,1066,280943117,32,64,8520381,16,55,7744530,14,634,96750964,1049,1049,276660037,32,64,8520381,16,55,7744530,14,634,96750964
201911,01,083,3,6,Limestone County              ,263,263,55296997,0,0,0,0,0,0,0,0,0,263,263,55296997,0,0,0,0,0,0,0,0,0
201911,01,089,3,6,Madison County                ,2849,2849,416660197,0,0,0,15,60,1050000,17,85,2190000,2786,2786,405313090,0,0,0,15,60,1050000,17,85,2190000
201911,01,113,3,6,Russell County                ,152,152,22260603,1,2,143676,0,0,0,0,0,0,128,128,19052858,1,2,143676,0,0,0,0,0,0
201911,01,115,3,6,St. Clair County              ,223,223,40737668,0,0,0,0,0,0,0,0,0,192,192,35070652,0,0,0,0,0,0,0,0,0
201911,01,117,3,6,Shelby County                 ,960,960,238367097,0,0,0,0,0,0,0,0,0,439,439,109186496,0,0,0,0,0,0,0,0,0
201911,01,127,3,6,Walker County                 ,28,28,5526918,0,0,0,0,0,0,0,0,0,27,27,5319140,0,0,0,0,0,0,0,0,0
201911,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201911,02,016,4,9,Aleutians West Census Area    ,3,3,294354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201911,02,020,4,9,Anchorage Municipality        ,768,768,240584478,0,0,0,12,45,7817034,18,155,24504811,0,0,0,0,0,0,0,0,0,0,0,0
201911,02,050,4,9,Bethel Census Area            ,8,8,2267366,2,4,691566,1,3,372759,0,0,0,8,8,2267366,2,4,691566,1,3,372759,0,0,0
201911,02,060,4,9,Bristol Bay Borough           ,8,8,925000,0,0,0,0,0,0,0,0,0,8,8,925000,0,0,0,0,0,0,0,0,0
201911,02,070,4,9,Dillingham Census Area        ,2,2,565670,0,0,0,0,0,0,0,0,0,2,2,565670,0,0,0,0,0,0,0,0,0
201911,02,090,4,9,Fairbanks North Star Borough  ,7,7,2356675,0,0,0,4,16,2228168,0,0,0,6,6,2088721,0,0,0,4,16,2228168,0,0,0
201911,02,100,4,9,Haines Borough                ,10,10,2078752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201911,02,105,4,9,Hoonah-Angoon Census Area     ,4,4,949052,0,0,0,0,0,0,0,0,0,4,4,949052,0,0,0,0,0,0,0,0,0
201911,02,110,4,9,Juneau City and Borough       ,52,52,9868217,1,2,288784,1,4,456905,15,115,14013503,52,52,9868217,1,2,288784,1,4,456905,15,115,14013503
