Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201803,01,001,3,6,Autauga County                ,50,50,16582869,0,0,0,0,0,0,0,0,0,50,50,16582869,0,0,0,0,0,0,0,0,0
201803,01,007,3,6,Bibb County                   ,2,2,471188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,01,009,3,6,Blount County                 ,3,3,562191,0,0,0,0,0,0,0,0,0,3,3,562191,0,0,0,0,0,0,0,0,0
201803,01,021,3,6,Chilton County                ,8,8,968000,0,0,0,0,0,0,5,56,5676300,8,8,968000,0,0,0,0,0,0,5,56,5676300
201803,01,073,3,6,Jefferson County              ,330,330,96677064,0,0,0,0,0,0,12,142,12015230,270,270,87481207,0,0,0,0,0,0,12,142,12015230
201803,01,081,3,6,Lee County                    ,253,253,70117130,3,6,432750,0,0,0,0,0,0,93,93,24724317,0,0,0,0,0,0,0,0,0
201803,01,083,3,6,Limestone County              ,28,28,6440130,0,0,0,0,0,0,0,0,0,28,28,6440130,0,0,0,0,0,0,0,0,0
201803,01,089,3,6,Madison County                ,567,567,87030347,0,0,0,8,32,3905933,0,0,0,567,567,87030347,0,0,0,8,32,3905933,0,0,0
201803,01,113,3,6,Russell County                ,48,48,7058382,0,0,0,0,0,0,0,0,0,48,48,7058382,0,0,0,0,0,0,0,0,0
201803,01,115,3,6,St. Clair County              ,38,38,6796667,0,0,0,0,0,0,0,0,0,30,30,5232365,0,0,0,0,0,0,0,0,0
201803,01,117,3,6,Shelby County                 ,244,244,58580560,0,0,0,0,0,0,3,17,2608650,121,121,26686262,0,0,0,0,0,0,0,0,0
201803,01,127,3,6,Walker County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,020,4,9,Anchorage Municipality        ,215,215,67366058,0,0,0,3,11,1909528,4,47,7430492,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,060,4,9,Bristol Bay Borough           ,1,1,160000,0,0,0,0,0,0,0,0,0,1,1,160000,0,0,0,0,0,0,0,0,0
201803,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,100,4,9,Haines Borough                ,3,3,835710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,02,110,4,9,Juneau City and Borough       ,8,8,1505545,0,0,0,1,3,577672,0,0,0,8,8,1505545,0,0,0,1,3,577672,0,0,0
201803,02,122,4,9,Kenai Peninsula Borough       ,20,20,5031416,0,0,0,0,0,0,0,0,0,10,10,2834000,0,0,0,0,0,0,0,0,0
