Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202006,01,001,3,6,Autauga County                ,164,164,51202106,0,0,0,0,0,0,0,0,0,164,164,51202106,0,0,0,0,0,0,0,0,0
202006,01,007,3,6,Bibb County                   ,12,12,1518980,0,0,0,0,0,0,0,0,0,11,11,1310000,0,0,0,0,0,0,0,0,0
202006,01,009,3,6,Blount County                 ,9,9,1373586,0,0,0,0,0,0,0,0,0,9,9,1373586,0,0,0,0,0,0,0,0,0
202006,01,021,3,6,Chilton County                ,25,25,3539787,0,0,0,0,0,0,0,0,0,25,25,3539787,0,0,0,0,0,0,0,0,0
202006,01,073,3,6,Jefferson County              ,730,730,235962697,7,14,1976514,0,0,0,16,270,27578549,571,571,194626251,2,4,739869,0,0,0,8,200,20330546
202006,01,081,3,6,Lee County                    ,708,708,187833417,3,6,1296281,4,15,3145280,15,319,42266735,678,678,180795206,2,4,867011,4,15,3145280,15,319,42266735
202006,01,083,3,6,Limestone County              ,153,153,34956961,0,0,0,0,0,0,0,0,0,151,151,34699819,0,0,0,0,0,0,0,0,0
202006,01,089,3,6,Madison County                ,1779,1779,348078896,0,0,0,0,0,0,0,0,0,1587,1587,309427027,0,0,0,0,0,0,0,0,0
202006,01,113,3,6,Russell County                ,58,58,9824269,0,0,0,0,0,0,0,0,0,58,58,9824269,0,0,0,0,0,0,0,0,0
202006,01,115,3,6,St. Clair County              ,157,157,23046137,0,0,0,0,0,0,0,0,0,147,147,20934381,0,0,0,0,0,0,0,0,0
202006,01,117,3,6,Shelby County                 ,638,638,162273095,0,0,0,0,0,0,0,0,0,366,366,89826421,0,0,0,0,0,0,0,0,0
202006,01,127,3,6,Walker County                 ,35,35,5873945,0,0,0,0,0,0,0,0,0,34,34,5637538,0,0,0,0,0,0,0,0,0
202006,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202006,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202006,02,020,4,9,Anchorage Municipality        ,222,222,74473137,1,2,564514,5,18,3055654,6,110,15903048,35,35,15893190,1,2,564514,2,8,1318544,3,75,10369703
202006,02,050,4,9,Bethel Census Area            ,8,8,2374670,2,4,691450,0,0,0,0,0,0,8,8,2374670,2,4,691450,0,0,0,0,0,0
202006,02,060,4,9,Bristol Bay Borough           ,3,3,346875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202006,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202006,02,090,4,9,Fairbanks North Star Borough  ,2,2,622120,0,0,0,0,0,0,0,0,0,1,1,274000,0,0,0,0,0,0,0,0,0
202006,02,100,4,9,Haines Borough                ,1,1,100000,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
202006,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,1,16,7000000,0,0,0,0,0,0,0,0,0,1,16,7000000
202006,02,110,4,9,Juneau City and Borough       ,14,14,3064508,0,0,0,0,0,0,0,0,0,14,14,3064508,0,0,0,0,0,0,0,0,0
