Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
200702,01,001,3,6,Autauga County                ,61,61,10076488,0,0,0,0,0,0,0,0,0,61,61,10076488,0,0,0,0,0,0,0,0,0
200702,01,007,3,6,Bibb County                   ,1,1,157048,0,0,0,0,0,0,0,0,0,1,1,157048,0,0,0,0,0,0,0,0,0
200702,01,009,3,6,Blount County                 ,7,7,1223830,0,0,0,0,0,0,0,0,0,7,7,1223830,0,0,0,0,0,0,0,0,0
200702,01,021,3,6,Chilton County                ,11,11,1827440,0,0,0,0,0,0,0,0,0,9,9,1523000,0,0,0,0,0,0,0,0,0
200702,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200702,01,073,3,6,Jefferson County              ,420,420,82408344,0,0,0,0,0,0,1,48,5322456,411,411,81337192,0,0,0,0,0,0,1,48,5322456
200702,01,081,3,6,Lee County                    ,181,181,33014390,6,12,1213369,0,0,0,4,136,17074250,181,181,33014390,6,12,1213369,0,0,0,4,136,17074250
200702,01,115,3,6,St. Clair County              ,78,78,11227613,0,0,0,0,0,0,0,0,0,78,78,11227613,0,0,0,0,0,0,0,0,0
200702,01,117,3,6,Shelby County                 ,341,341,58783959,0,0,0,0,0,0,0,0,0,211,211,35927249,0,0,0,0,0,0,0,0,0
200702,01,127,3,6,Walker County                 ,13,13,1975000,0,0,0,0,0,0,0,0,0,13,13,1975000,0,0,0,0,0,0,0,0,0
200702,02,000,4,9,Alaska Balance of State       ,21,21,4029647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200702,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200702,02,016,4,9,Aleutians West Census Area    ,1,1,98300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200702,02,020,4,9,Anchorage Borough             ,28,28,9864617,21,42,6269160,1,4,719762,2,65,3474500,28,28,9864617,21,42,6269160,1,4,719762,2,65,3474500
200702,02,050,4,9,Bethel Census Area            ,5,5,715135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200702,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200702,02,090,4,9,Fairbanks North Star Borough  ,16,16,2863648,0,0,0,0,0,0,0,0,0,14,14,2680000,0,0,0,0,0,0,0,0,0
200702,02,100,4,9,Haines Borough                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200702,02,110,4,9,Juneau Borough                ,4,4,1063643,1,2,334419,0,0,0,0,0,0,4,4,1063643,1,2,334419,0,0,0,0,0,0
200702,02,122,4,9,Kenai Peninsula Borough       ,6,6,1129041,2,4,139500,0,0,0,0,0,0,4,4,744199,1,2,81000,0,0,0,0,0,0
200702,02,130,4,9,Ketchikan Gateway Borough     ,4,4,745272,0,0,0,0,0,0,1,6,659262,4,4,745272,0,0,0,0,0,0,1,6,659262
200702,02,150,4,9,Kodiak Island Borough         ,2,2,284032,0,0,0,0,0,0,0,0,0,2,2,284032,0,0,0,0,0,0,0,0,0
200702,02,170,4,9,Matanuska-Susitna Borough     ,11,11,1591590,0,0,0,0,0,0,0,0,0,5,5,931590,0,0,0,0,0,0,0,0,0
