Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201004,01,001,3,6,Autauga County                ,43,43,6667425,0,0,0,0,0,0,0,0,0,43,43,6667425,0,0,0,0,0,0,0,0,0
201004,01,007,3,6,Bibb County                   ,1,1,216400,0,0,0,0,0,0,0,0,0,1,1,216400,0,0,0,0,0,0,0,0,0
201004,01,009,3,6,Blount County                 ,4,4,518000,4,8,320000,0,0,0,0,0,0,4,4,518000,4,8,320000,0,0,0,0,0,0
201004,01,021,3,6,Chilton County                ,11,11,1601500,0,0,0,0,0,0,0,0,0,9,9,1327000,0,0,0,0,0,0,0,0,0
201004,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201004,01,073,3,6,Jefferson County              ,388,388,71302215,0,0,0,3,10,1586411,0,0,0,375,375,69437415,0,0,0,2,7,1271006,0,0,0
201004,01,081,3,6,Lee County                    ,343,343,62002736,0,0,0,0,0,0,12,132,10980503,343,343,62002736,0,0,0,0,0,0,12,132,10980503
201004,01,115,3,6,St. Clair County              ,41,41,5446182,0,0,0,0,0,0,0,0,0,40,40,5355965,0,0,0,0,0,0,0,0,0
201004,01,117,3,6,Shelby County                 ,247,247,40140641,0,0,0,0,0,0,0,0,0,153,153,21797362,0,0,0,0,0,0,0,0,0
201004,01,127,3,6,Walker County                 ,6,6,986832,0,0,0,0,0,0,0,0,0,4,4,580000,0,0,0,0,0,0,0,0,0
201004,02,000,4,9,Alaska Balance of State       ,16,16,3419285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201004,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201004,02,016,4,9,Aleutians West Census Area    ,1,1,98110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201004,02,020,4,9,Anchorage Borough             ,106,106,29333754,0,0,0,0,0,0,1,6,935275,106,106,29333754,0,0,0,0,0,0,1,6,935275
201004,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201004,02,060,4,9,Bristol Bay Borough           ,1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0
201004,02,090,4,9,Fairbanks North Star Borough  ,14,14,2856992,0,0,0,0,0,0,0,0,0,1,1,450000,0,0,0,0,0,0,0,0,0
201004,02,100,4,9,Haines Borough                ,1,1,179306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201004,02,110,4,9,Juneau Borough                ,5,5,1492693,0,0,0,0,0,0,0,0,0,5,5,1492693,0,0,0,0,0,0,0,0,0
201004,02,122,4,9,Kenai Peninsula Borough       ,11,11,2834733,0,0,0,0,0,0,1,6,631904,10,10,2551400,0,0,0,0,0,0,1,6,631904
201004,02,130,4,9,Ketchikan Gateway Borough     ,3,3,667137,0,0,0,0,0,0,0,0,0,3,3,667137,0,0,0,0,0,0,0,0,0
201004,02,150,4,9,Kodiak Island Borough         ,6,6,1213160,0,0,0,0,0,0,0,0,0,6,6,1213160,0,0,0,0,0,0,0,0,0
201004,02,170,4,9,Matanuska-Susitna Borough     ,15,15,2616645,2,4,585037,0,0,0,0,0,0,9,9,1835504,2,4,585037,0,0,0,0,0,0
