Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201512,01,001,3,6,Autauga County                ,158,158,39749354,0,0,0,0,0,0,0,0,0,158,158,39749354,0,0,0,0,0,0,0,0,0
201512,01,007,3,6,Bibb County                   ,25,25,4417960,0,0,0,0,0,0,0,0,0,4,4,769000,0,0,0,0,0,0,0,0,0
201512,01,009,3,6,Blount County                 ,9,9,1573173,0,0,0,0,0,0,2,40,3831302,9,9,1573173,0,0,0,0,0,0,2,40,3831302
201512,01,021,3,6,Chilton County                ,20,20,2182200,0,0,0,0,0,0,0,0,0,19,19,2086200,0,0,0,0,0,0,0,0,0
201512,01,073,3,6,Jefferson County              ,1346,1346,353940816,0,0,0,4,16,1135191,23,1134,111244492,1244,1244,332076502,0,0,0,4,16,1135191,19,1113,110547758
201512,01,083,3,6,Limestone County              ,106,106,20876583,0,0,0,0,0,0,0,0,0,105,105,20748583,0,0,0,0,0,0,0,0,0
201512,01,089,3,6,Madison County                ,2010,2010,309541487,2,4,1069948,4,16,340000,21,466,26322554,2006,2006,309036227,2,4,1069948,4,16,340000,21,466,26322554
201512,01,113,3,6,Russell County                ,156,156,27892524,1,2,113764,0,0,0,8,312,22036000,156,156,27892524,1,2,113764,0,0,0,8,312,22036000
201512,01,115,3,6,St. Clair County              ,128,128,19781316,0,0,0,0,0,0,0,0,0,119,119,18521316,0,0,0,0,0,0,0,0,0
201512,01,117,3,6,Shelby County                 ,927,927,207520993,0,0,0,0,0,0,0,0,0,484,484,100568504,0,0,0,0,0,0,0,0,0
201512,01,127,3,6,Walker County                 ,13,13,3090000,0,0,0,0,0,0,0,0,0,13,13,3090000,0,0,0,0,0,0,0,0,0
201512,02,013,4,9,Aleutians East Borough        ,0,0,0,1,2,293438,0,0,0,0,0,0,0,0,0,1,2,293438,0,0,0,0,0,0
201512,02,016,4,9,Aleutians West Census Area    ,3,3,294354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201512,02,020,4,9,Anchorage Borough             ,648,648,202797264,1,2,322399,12,36,6272178,17,148,23398143,0,0,0,0,0,0,0,0,0,0,0,0
201512,02,020,4,9,Anchorage Municipality        ,648,648,202797264,1,2,322399,12,36,6272178,17,148,23398143,0,0,0,0,0,0,0,0,0,0,0,0
201512,02,050,4,9,Bethel Census Area            ,6,6,1300000,2,4,700000,0,0,0,0,0,0,6,6,1300000,2,4,700000,0,0,0,0,0,0
201512,02,060,4,9,Bristol Bay Borough           ,3,3,401500,0,0,0,0,0,0,0,0,0,3,3,401500,0,0,0,0,0,0,0,0,0
201512,02,070,4,9,Dillingham Census Area        ,2,2,480624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201512,02,090,4,9,Fairbanks North Star Borough  ,7,7,2188800,0,0,0,0,0,0,0,0,0,7,7,2188800,0,0,0,0,0,0,0,0,0
201512,02,100,4,9,Haines Borough                ,8,8,2218108,0,0,0,0,0,0,0,0,0,6,6,1700798,0,0,0,0,0,0,0,0,0
201512,02,105,4,9,Hoonah-Angoon Census Area     ,2,2,491587,0,0,0,0,0,0,0,0,0,2,2,491587,0,0,0,0,0,0,0,0,0
201512,02,110,4,9,Juneau Borough                ,82,82,17354854,2,4,646872,0,0,0,1,8,822126,82,82,17354854,2,4,646872,0,0,0,1,8,822126
