Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201811,01,001,3,6,Autauga County                ,180,180,54536379,0,0,0,0,0,0,0,0,0,180,180,54536379,0,0,0,0,0,0,0,0,0
201811,01,007,3,6,Bibb County                   ,12,12,2167462,0,0,0,0,0,0,0,0,0,4,4,165500,0,0,0,0,0,0,0,0,0
201811,01,009,3,6,Blount County                 ,7,7,1280871,0,0,0,1,4,223080,0,0,0,7,7,1280871,0,0,0,1,4,223080,0,0,0
201811,01,021,3,6,Chilton County                ,37,37,4251081,0,0,0,0,0,0,5,56,5676300,35,35,3956676,0,0,0,0,0,0,5,56,5676300
201811,01,073,3,6,Jefferson County              ,1337,1337,402931127,12,24,2967950,0,0,0,17,222,20418529,1088,1088,342092054,11,22,2860000,0,0,0,17,222,20418529
201811,01,081,3,6,Lee County                    ,955,955,264935817,2,4,421338,4,13,1759832,10,116,23433587,844,844,233917574,0,0,0,4,13,1759832,8,47,5392500
201811,01,083,3,6,Limestone County              ,156,156,30869629,0,0,0,0,0,0,0,0,0,156,156,30869629,0,0,0,0,0,0,0,0,0
201811,01,089,3,6,Madison County                ,2534,2534,382920449,0,0,0,9,36,14207782,6,35,2510594,2530,2530,382029497,0,0,0,9,36,14207782,6,35,2510594
201811,01,113,3,6,Russell County                ,155,155,22521645,0,0,0,0,0,0,7,82,12571056,155,155,22521645,0,0,0,0,0,0,7,82,12571056
201811,01,115,3,6,St. Clair County              ,172,172,33351400,0,0,0,0,0,0,0,0,0,164,164,31584488,0,0,0,0,0,0,0,0,0
201811,01,117,3,6,Shelby County                 ,931,931,218794861,0,0,0,0,0,0,3,17,2608650,407,407,87804345,0,0,0,0,0,0,0,0,0
201811,01,127,3,6,Walker County                 ,5,5,1038890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201811,02,013,4,9,Aleutians East Borough        ,0,0,0,2,4,200000,0,0,0,0,0,0,0,0,0,2,4,200000,0,0,0,0,0,0
201811,02,016,4,9,Aleutians West Census Area    ,6,6,588708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201811,02,020,4,9,Anchorage Municipality        ,811,811,254062854,0,0,0,12,44,7642561,17,147,23240047,0,0,0,0,0,0,0,0,0,0,0,0
201811,02,050,4,9,Bethel Census Area            ,1,1,269793,0,0,0,0,0,0,0,0,0,1,1,269793,0,0,0,0,0,0,0,0,0
201811,02,060,4,9,Bristol Bay Borough           ,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0
201811,02,070,4,9,Dillingham Census Area        ,1,1,291052,1,2,301442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201811,02,090,4,9,Fairbanks North Star Borough  ,13,13,3483405,0,0,0,0,0,0,0,0,0,13,13,3483405,0,0,0,0,0,0,0,0,0
201811,02,100,4,9,Haines Borough                ,10,10,1608425,0,0,0,0,0,0,0,0,0,9,9,1330000,0,0,0,0,0,0,0,0,0
201811,02,105,4,9,Hoonah-Angoon Census Area     ,1,1,285178,0,0,0,0,0,0,0,0,0,1,1,285178,0,0,0,0,0,0,0,0,0
201811,02,110,4,9,Juneau City and Borough       ,50,50,10531148,1,2,216321,1,3,577672,2,12,2243015,50,50,10531148,1,2,216321,1,3,577672,2,12,2243015
