Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
200912,01,001,3,6,Autauga County                ,110,110,17726760,0,0,0,0,0,0,0,0,0,100,100,16170599,0,0,0,0,0,0,0,0,0
200912,01,007,3,6,Bibb County                   ,10,10,1957763,0,0,0,0,0,0,0,0,0,9,9,1707763,0,0,0,0,0,0,0,0,0
200912,01,009,3,6,Blount County                 ,11,11,2386320,1,2,80000,0,0,0,0,0,0,11,11,2386320,1,2,80000,0,0,0,0,0,0
200912,01,021,3,6,Chilton County                ,21,21,2837422,0,0,0,0,0,0,0,0,0,17,17,2279090,0,0,0,0,0,0,0,0,0
200912,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200912,01,073,3,6,Jefferson County              ,981,981,170594786,6,12,852045,8,26,1478116,1,12,892497,947,947,166007958,6,12,852045,8,26,1478116,0,0,0
200912,01,081,3,6,Lee County                    ,650,650,127321654,2,4,431265,2,8,1036826,51,591,53114824,650,650,127321654,2,4,431265,2,8,1036826,51,591,53114824
200912,01,115,3,6,St. Clair County              ,95,95,12342970,0,0,0,0,0,0,7,56,4085565,95,95,12342970,0,0,0,0,0,0,7,56,4085565
200912,01,117,3,6,Shelby County                 ,600,600,100321440,2,4,198000,0,0,0,0,0,0,351,351,52524698,2,4,198000,0,0,0,0,0,0
200912,01,127,3,6,Walker County                 ,17,17,2631281,0,0,0,0,0,0,0,0,0,13,13,1814200,0,0,0,0,0,0,0,0,0
200912,02,000,4,9,Alaska Balance of State       ,77,77,19261107,2,4,709941,2,8,1512702,0,0,0,37,37,11735658,2,4,709941,2,8,1512702,0,0,0
200912,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200912,02,016,4,9,Aleutians West Census Area    ,2,2,196251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200912,02,020,4,9,Anchorage Borough             ,241,241,74918601,25,50,9838274,10,39,5674115,5,161,16610008,241,241,74918601,25,50,9838274,10,39,5674115,5,161,16610008
200912,02,050,4,9,Bethel Census Area            ,2,2,400000,0,0,0,0,0,0,0,0,0,2,2,400000,0,0,0,0,0,0,0,0,0
200912,02,060,4,9,Bristol Bay Borough           ,2,2,277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200912,02,090,4,9,Fairbanks North Star Borough  ,35,35,6534781,0,0,0,0,0,0,0,0,0,2,2,465000,0,0,0,0,0,0,0,0,0
200912,02,100,4,9,Haines Borough                ,14,14,2510279,0,0,0,0,0,0,0,0,0,14,14,2510279,0,0,0,0,0,0,0,0,0
200912,02,110,4,9,Juneau Borough                ,17,17,4370385,2,4,698868,0,0,0,1,8,682496,10,10,2615914,2,4,698868,0,0,0,1,8,682496
200912,02,122,4,9,Kenai Peninsula Borough       ,73,73,15196978,2,4,510000,2,7,1210463,0,0,0,68,68,13780313,2,4,510000,2,7,1210463,0,0,0
200912,02,130,4,9,Ketchikan Gateway Borough     ,20,20,4516103,0,0,0,0,0,0,0,0,0,20,20,4516103,0,0,0,0,0,0,0,0,0
200912,02,150,4,9,Kodiak Island Borough         ,17,17,3981232,1,2,292877,0,0,0,0,0,0,17,17,3981232,1,2,292877,0,0,0,0,0,0
