Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201709,01,001,3,6,Autauga County                ,145,145,39540339,0,0,0,0,0,0,0,0,0,145,145,39540339,0,0,0,0,0,0,0,0,0
201709,01,007,3,6,Bibb County                   ,8,8,2080102,0,0,0,0,0,0,0,0,0,2,2,490000,0,0,0,0,0,0,0,0,0
201709,01,009,3,6,Blount County                 ,10,10,2914440,0,0,0,0,0,0,0,0,0,10,10,2914440,0,0,0,0,0,0,0,0,0
201709,01,021,3,6,Chilton County                ,39,39,5174500,0,0,0,0,0,0,0,0,0,39,39,5174500,0,0,0,0,0,0,0,0,0
201709,01,073,3,6,Jefferson County              ,1127,1127,291756009,1,2,107950,1,4,875000,4,21,2029276,1087,1087,287501864,1,2,107950,1,4,875000,1,6,650080
201709,01,081,3,6,Lee County                    ,755,755,211696196,11,22,2276025,1,4,734668,2,233,53817279,699,699,196272008,10,20,2131775,1,4,734668,2,233,53817279
201709,01,083,3,6,Limestone County              ,110,110,21395969,0,0,0,0,0,0,0,0,0,108,108,21189873,0,0,0,0,0,0,0,0,0
201709,01,089,3,6,Madison County                ,1884,1884,288855010,0,0,0,0,0,0,6,380,29062603,1882,1882,288602380,0,0,0,0,0,0,6,380,29062603
201709,01,113,3,6,Russell County                ,102,102,14103826,0,0,0,0,0,0,9,84,10227774,102,102,14103826,0,0,0,0,0,0,9,84,10227774
201709,01,115,3,6,St. Clair County              ,133,133,24998657,0,0,0,0,0,0,0,0,0,109,109,20176488,0,0,0,0,0,0,0,0,0
201709,01,117,3,6,Shelby County                 ,824,824,189146486,0,0,0,0,0,0,9,59,5232950,366,366,76212549,0,0,0,0,0,0,0,0,0
201709,01,127,3,6,Walker County                 ,7,7,1145000,0,0,0,0,0,0,0,0,0,7,7,1145000,0,0,0,0,0,0,0,0,0
201709,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,016,4,9,Aleutians West Census Area    ,5,5,490590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,020,4,9,Anchorage Municipality        ,604,604,189186938,0,0,0,10,33,5734922,13,124,19603850,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,050,4,9,Bethel Census Area            ,15,15,3522104,0,0,0,0,0,0,0,0,0,15,15,3522104,0,0,0,0,0,0,0,0,0
201709,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,070,4,9,Dillingham Census Area        ,1,1,291052,0,0,0,0,0,0,0,0,0,1,1,291052,0,0,0,0,0,0,0,0,0
201709,02,090,4,9,Fairbanks North Star Borough  ,7,7,1850000,0,0,0,2,8,1100000,0,0,0,7,7,1850000,0,0,0,2,8,1100000,0,0,0
201709,02,100,4,9,Haines Borough                ,7,7,1948684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,110,4,9,Juneau City and Borough       ,39,39,9046688,5,10,1529677,0,0,0,0,0,0,39,39,9046688,5,10,1529677,0,0,0,0,0,0
