Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201710,01,001,3,6,Autauga County                ,156,156,42331445,0,0,0,0,0,0,0,0,0,156,156,42331445,0,0,0,0,0,0,0,0,0
201710,01,007,3,6,Bibb County                   ,9,9,2315696,0,0,0,0,0,0,0,0,0,2,2,490000,0,0,0,0,0,0,0,0,0
201710,01,009,3,6,Blount County                 ,13,13,3376128,0,0,0,0,0,0,0,0,0,13,13,3376128,0,0,0,0,0,0,0,0,0
201710,01,021,3,6,Chilton County                ,41,41,5367900,0,0,0,0,0,0,0,0,0,40,40,5274500,0,0,0,0,0,0,0,0,0
201710,01,073,3,6,Jefferson County              ,1241,1241,328850036,1,2,107950,1,4,875000,5,69,8475614,1215,1215,324389927,1,2,107950,1,4,875000,1,6,650080
201710,01,081,3,6,Lee County                    ,828,828,232087520,12,24,2420275,1,4,734668,2,233,53817279,727,727,203651837,10,20,2131775,1,4,734668,2,233,53817279
201710,01,083,3,6,Limestone County              ,127,127,25174570,0,0,0,0,0,0,0,0,0,124,124,24889807,0,0,0,0,0,0,0,0,0
201710,01,089,3,6,Madison County                ,2087,2087,317110294,0,0,0,0,0,0,6,380,29062603,2085,2085,316857664,0,0,0,0,0,0,6,380,29062603
201710,01,113,3,6,Russell County                ,112,112,15567948,0,0,0,0,0,0,9,84,10227774,112,112,15567948,0,0,0,0,0,0,9,84,10227774
201710,01,115,3,6,St. Clair County              ,146,146,27911680,0,0,0,0,0,0,0,0,0,118,118,22285323,0,0,0,0,0,0,0,0,0
201710,01,117,3,6,Shelby County                 ,902,902,207583522,0,0,0,0,0,0,10,65,6153650,388,388,81309220,0,0,0,0,0,0,0,0,0
201710,01,127,3,6,Walker County                 ,7,7,1145000,0,0,0,0,0,0,0,0,0,7,7,1145000,0,0,0,0,0,0,0,0,0
201710,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,016,4,9,Aleutians West Census Area    ,6,6,588708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,020,4,9,Anchorage Municipality        ,673,673,210806742,0,0,0,11,37,6429296,15,142,22449570,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,050,4,9,Bethel Census Area            ,15,15,3522104,0,0,0,0,0,0,0,0,0,15,15,3522104,0,0,0,0,0,0,0,0,0
201710,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,070,4,9,Dillingham Census Area        ,2,2,578766,0,0,0,0,0,0,0,0,0,1,1,291052,0,0,0,0,0,0,0,0,0
201710,02,090,4,9,Fairbanks North Star Borough  ,7,7,1850000,0,0,0,2,8,1100000,0,0,0,7,7,1850000,0,0,0,2,8,1100000,0,0,0
201710,02,100,4,9,Haines Borough                ,8,8,2227254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,110,4,9,Juneau City and Borough       ,45,45,10208246,5,10,1529677,0,0,0,0,0,0,45,45,10208246,5,10,1529677,0,0,0,0,0,0
