Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201909,01,001,3,6,Autauga County                ,190,190,54489950,0,0,0,0,0,0,0,0,0,190,190,54489950,0,0,0,0,0,0,0,0,0
201909,01,007,3,6,Bibb County                   ,9,9,2209740,0,0,0,1,3,280000,0,0,0,5,5,1258000,0,0,0,1,3,280000,0,0,0
201909,01,009,3,6,Blount County                 ,21,21,3578560,0,0,0,1,4,175000,0,0,0,21,21,3578560,0,0,0,1,4,175000,0,0,0
201909,01,021,3,6,Chilton County                ,27,27,4407882,0,0,0,0,0,0,0,0,0,27,27,4407882,0,0,0,0,0,0,0,0,0
201909,01,073,3,6,Jefferson County              ,1130,1130,333499958,5,10,1236645,0,0,0,7,67,6945483,775,775,229869924,0,0,0,0,0,0,0,0,0
201909,01,081,3,6,Lee County                    ,853,853,231184567,32,64,8520381,15,51,6771890,9,606,88840404,836,836,226901487,32,64,8520381,15,51,6771890,9,606,88840404
201909,01,083,3,6,Limestone County              ,198,198,43043767,0,0,0,0,0,0,0,0,0,198,198,43043767,0,0,0,0,0,0,0,0,0
201909,01,089,3,6,Madison County                ,2365,2365,341469320,0,0,0,15,60,1050000,17,85,2190000,2365,2365,341469320,0,0,0,15,60,1050000,17,85,2190000
201909,01,113,3,6,Russell County                ,133,133,19679938,1,2,143676,0,0,0,0,0,0,125,125,18710019,1,2,143676,0,0,0,0,0,0
201909,01,115,3,6,St. Clair County              ,194,194,34972846,0,0,0,0,0,0,0,0,0,179,179,32070314,0,0,0,0,0,0,0,0,0
201909,01,117,3,6,Shelby County                 ,789,789,199262014,0,0,0,0,0,0,0,0,0,382,382,97933239,0,0,0,0,0,0,0,0,0
201909,01,127,3,6,Walker County                 ,18,18,3477942,0,0,0,0,0,0,0,0,0,17,17,3270164,0,0,0,0,0,0,0,0,0
201909,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,016,4,9,Aleutians West Census Area    ,3,3,294354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,020,4,9,Anchorage Municipality        ,626,626,196100186,0,0,0,10,37,6427454,15,123,19445753,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,050,4,9,Bethel Census Area            ,7,7,1984531,1,2,345783,0,0,0,0,0,0,7,7,1984531,1,2,345783,0,0,0,0,0,0
201909,02,060,4,9,Bristol Bay Borough           ,7,7,575000,0,0,0,0,0,0,0,0,0,7,7,575000,0,0,0,0,0,0,0,0,0
201909,02,070,4,9,Dillingham Census Area        ,2,2,565670,0,0,0,0,0,0,0,0,0,2,2,565670,0,0,0,0,0,0,0,0,0
201909,02,090,4,9,Fairbanks North Star Borough  ,7,7,2356675,0,0,0,4,16,2228168,0,0,0,6,6,2088721,0,0,0,4,16,2228168,0,0,0
201909,02,100,4,9,Haines Borough                ,8,8,1757068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,105,4,9,Hoonah-Angoon Census Area     ,3,3,666217,0,0,0,0,0,0,0,0,0,3,3,666217,0,0,0,0,0,0,0,0,0
201909,02,110,4,9,Juneau City and Borough       ,43,43,8095586,1,2,288784,1,4,456905,15,115,14013503,43,43,8095586,1,2,288784,1,4,456905,15,115,14013503
