Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201804,01,001,3,6,Autauga County                ,70,70,23040065,0,0,0,0,0,0,0,0,0,70,70,23040065,0,0,0,0,0,0,0,0,0
201804,01,007,3,6,Bibb County                   ,3,3,726317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201804,01,009,3,6,Blount County                 ,3,3,562191,0,0,0,0,0,0,0,0,0,3,3,562191,0,0,0,0,0,0,0,0,0
201804,01,021,3,6,Chilton County                ,14,14,1508000,0,0,0,0,0,0,5,56,5676300,14,14,1508000,0,0,0,0,0,0,5,56,5676300
201804,01,073,3,6,Jefferson County              ,452,452,139598077,0,0,0,0,0,0,12,142,12015230,386,386,129284355,0,0,0,0,0,0,12,142,12015230
201804,01,081,3,6,Lee County                    ,350,350,97852626,4,8,643419,0,0,0,1,41,10720066,112,112,30812938,0,0,0,0,0,0,0,0,0
201804,01,083,3,6,Limestone County              ,45,45,10459047,0,0,0,0,0,0,0,0,0,45,45,10459047,0,0,0,0,0,0,0,0,0
201804,01,089,3,6,Madison County                ,849,849,130635381,0,0,0,9,36,14207782,0,0,0,849,849,130635381,0,0,0,9,36,14207782,0,0,0
201804,01,113,3,6,Russell County                ,65,65,9257205,0,0,0,0,0,0,0,0,0,65,65,9257205,0,0,0,0,0,0,0,0,0
201804,01,115,3,6,St. Clair County              ,51,51,9746157,0,0,0,0,0,0,0,0,0,45,45,8544315,0,0,0,0,0,0,0,0,0
201804,01,117,3,6,Shelby County                 ,349,349,82129585,0,0,0,0,0,0,3,17,2608650,166,166,35490832,0,0,0,0,0,0,0,0,0
201804,01,127,3,6,Walker County                 ,1,1,207778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201804,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201804,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201804,02,020,4,9,Anchorage Municipality        ,294,294,92112781,0,0,0,4,15,2604441,5,60,9485734,0,0,0,0,0,0,0,0,0,0,0,0
201804,02,050,4,9,Bethel Census Area            ,1,1,269793,0,0,0,0,0,0,0,0,0,1,1,269793,0,0,0,0,0,0,0,0,0
201804,02,060,4,9,Bristol Bay Borough           ,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0
201804,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201804,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201804,02,100,4,9,Haines Borough                ,4,4,1114135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201804,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201804,02,110,4,9,Juneau City and Borough       ,13,13,2887526,0,0,0,1,3,577672,0,0,0,13,13,2887526,0,0,0,1,3,577672,0,0,0
201804,02,122,4,9,Kenai Peninsula Borough       ,27,27,6883378,0,0,0,0,0,0,0,0,0,14,14,4034000,0,0,0,0,0,0,0,0,0
