Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201304,01,001,3,6,Autauga County                ,44,44,11303000,0,0,0,0,0,0,0,0,0,44,44,11303000,0,0,0,0,0,0,0,0,0
201304,01,007,3,6,Bibb County                   ,6,6,1043656,0,0,0,0,0,0,0,0,0,3,3,530000,0,0,0,0,0,0,0,0,0
201304,01,009,3,6,Blount County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,01,021,3,6,Chilton County                ,7,7,914246,0,0,0,0,0,0,0,0,0,5,5,648000,0,0,0,0,0,0,0,0,0
201304,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,01,073,3,6,Jefferson County              ,400,400,100290529,1,2,201268,2,8,793108,12,75,6048683,386,386,98136190,1,2,201268,2,8,793108,8,48,4698683
201304,01,081,3,6,Lee County                    ,226,226,65251945,0,0,0,0,0,0,1,5,510999,183,183,51953193,0,0,0,0,0,0,0,0,0
201304,01,115,3,6,St. Clair County              ,24,24,3515551,0,0,0,0,0,0,0,0,0,23,23,3345918,0,0,0,0,0,0,0,0,0
201304,01,117,3,6,Shelby County                 ,232,232,48435733,0,0,0,0,0,0,2,23,1285125,111,111,22806728,0,0,0,0,0,0,0,0,0
201304,01,127,3,6,Walker County                 ,5,5,739800,0,0,0,0,0,0,0,0,0,5,5,739800,0,0,0,0,0,0,0,0,0
201304,02,000,4,9,Alaska Balance of State       ,18,18,4459658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,02,020,4,9,Anchorage Borough             ,174,174,50786816,0,0,0,0,0,0,2,13,2254723,174,174,50786816,0,0,0,0,0,0,2,13,2254723
201304,02,020,4,9,Anchorage Municipality        ,174,174,50786816,0,0,0,0,0,0,2,13,2254723,174,174,50786816,0,0,0,0,0,0,2,13,2254723
201304,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,02,090,4,9,Fairbanks North Star Borough  ,18,18,3308006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,02,100,4,9,Haines Borough                ,3,3,703435,0,0,0,0,0,0,0,0,0,3,3,703435,0,0,0,0,0,0,0,0,0
201304,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201304,02,110,4,9,Juneau Borough                ,14,14,2997316,0,0,0,1,4,447888,0,0,0,14,14,2997316,0,0,0,1,4,447888,0,0,0
201304,02,110,4,9,Juneau City and Borough       ,14,14,2997316,0,0,0,1,4,447888,0,0,0,14,14,2997316,0,0,0,1,4,447888,0,0,0
201304,02,122,4,9,Kenai Peninsula Borough       ,12,12,2590592,0,0,0,0,0,0,1,6,757132,10,10,2098466,0,0,0,0,0,0,1,6,757132
